k,alpha,avg_steps,success_rate
3,0.0,545.0,0.4
3,0.2,105.8,0.9
3,0.4,330.1,0.3
3,0.6000000000000001,464.9,0.4
3,0.8,487.4,0.2
3,1.0,620.8,0.2
4,0.0,507.5,0.2
4,0.2,89.1,0.9
4,0.4,386.7,0.7
4,0.6000000000000001,789.4,0.0
4,0.8,404.5,0.4
4,1.0,594.0,0.3
5,0.0,493.4,0.3
5,0.2,121.3,1.0
5,0.4,445.6,0.7
5,0.6000000000000001,455.5,0.5
5,0.8,311.4,0.7
5,1.0,516.1,0.4
6,0.0,556.1,0.5
6,0.2,224.3,0.7
6,0.4,421.1,0.7
6,0.6000000000000001,554.8,0.4
6,0.8,747.1,0.2
6,1.0,624.7,0.2
