k,alpha,avg_steps,success_rate
3,0.0,802.1,0.2
3,0.2,127.4,0.9
3,0.4,464.2,0.5
3,0.6000000000000001,398.0,0.5
3,0.8,844.6,0.2
3,1.0,583.4,0.3
4,0.0,990.8,0.0
4,0.2,114.8,0.9
4,0.4,590.5,0.4
4,0.6000000000000001,618.5,0.4
4,0.8,729.7,0.4
4,1.0,569.0,0.5
5,0.0,901.0,0.0
5,0.2,125.9,1.0
5,0.4,355.7,0.5
5,0.6000000000000001,641.9,0.4
5,0.8,312.3,0.6
5,1.0,450.6,0.5
6,0.0,931.3,0.0
6,0.2,100.7,0.7
6,0.4,321.9,0.8
6,0.6000000000000001,755.8,0.1
6,0.8,675.7,0.3
6,1.0,818.6,0.1
