k,alpha,avg_steps,success_rate
3,0.0,919.1,1.0
3,0.2,609.4,1.0
3,0.4,768.3,1.0
3,0.6000000000000001,890.5,1.0
3,0.8,864.9,1.0
3,1.0,807.7,1.0
4,0.0,867.3,1.0
4,0.2,619.7,1.0
4,0.4,668.4,1.0
4,0.6000000000000001,672.2,1.0
4,0.8,600.2,1.0
4,1.0,681.2,1.0
5,0.0,764.3,1.0
5,0.2,653.1,1.0
5,0.4,700.2,1.0
5,0.6000000000000001,646.4,1.0
5,0.8,621.7,1.0
5,1.0,907.6,1.0
6,0.0,751.8,1.0
6,0.2,844.6,1.0
6,0.4,624.1,1.0
6,0.6000000000000001,567.3,1.0
6,0.8,851.4,1.0
6,1.0,684.9,1.0
