k,alpha,avg_steps,success_rate
3,0.0,834.6,1.0
3,0.2,393.4,1.0
3,0.4,749.7,1.0
3,0.6000000000000001,695.5,1.0
3,0.8,694.1,1.0
3,1.0,747.4,1.0
4,0.0,700.7,1.0
4,0.2,276.5,1.0
4,0.4,637.1,1.0
4,0.6000000000000001,617.0,1.0
4,0.8,719.4,1.0
4,1.0,840.9,1.0
5,0.0,498.2,1.0
5,0.2,468.3,1.0
5,0.4,446.0,1.0
5,0.6000000000000001,492.1,1.0
5,0.8,644.2,1.0
5,1.0,733.8,1.0
6,0.0,650.6,1.0
6,0.2,451.9,1.0
6,0.4,475.9,1.0
6,0.6000000000000001,789.6,1.0
6,0.8,677.0,1.0
6,1.0,790.8,1.0
